kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
6719086,K01357.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,3.014330766,5.5000000e-06,-5.5000000e-06,357.3794800,1.250000e-03,-1.250000e-03,0.010,0.425,-0.010,2.47470,0.04140,-0.04140,975.3,1.970e+01,-1.970e+01,2.87,0.60,-3.500e-01,1124.0,,,377.79,254.90,-125.22,57.30,1,q1_q17_dr25_tce,5209.00,183.00,-183.00,4.446,0.092,-0.138,0.9530,0.1980,-0.1160,298.459530,42.187431,15.673
7376983,K01358.01,Kepler-1987 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.644914154,8.7780000e-06,-8.7780000e-06,356.7369900,1.100000e-03,-1.100000e-03,0.445,0.037,-0.445,2.25990,0.04330,-0.04330,1397.9,2.440e+01,-2.440e+01,2.66,0.25,-1.800e-01,744.0,,,72.38,27.67,-18.17,63.90,1,q1_q17_dr25_tce,4769.00,172.00,-172.00,4.622,0.024,-0.060,0.7140,0.0680,-0.0490,295.825500,42.943390,15.505
7376983,K01358.02,Kepler-1987 e,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,8.742920050,3.3110000e-05,-3.3110000e-05,358.5928600,2.660000e-03,-2.660000e-03,0.025,0.416,-0.025,2.62770,0.08460,-0.08460,779.5,2.820e+01,-2.820e+01,1.92,0.18,-1.300e-01,643.0,,,40.33,15.41,-10.13,30.70,2,q1_q17_dr25_tce,4769.00,172.00,-172.00,4.622,0.024,-0.060,0.7140,0.0680,-0.0490,295.825500,42.943390,15.505
7376983,K01358.03,Kepler-1987 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.648301830,1.6210000e-05,-1.6210000e-05,355.3912800,3.070000e-03,-3.070000e-03,0.063,0.396,-0.062,1.99850,0.09290,-0.09290,371.7,2.100e+01,-2.100e+01,1.33,0.12,-9.000e-02,860.0,,,129.44,49.47,-32.50,19.90,3,q1_q17_dr25_tce,4769.00,172.00,-172.00,4.622,0.024,-0.060,0.7140,0.0680,-0.0490,295.825500,42.943390,15.505
7376983,K01358.04,Kepler-1987 b,CONFIRMED,CANDIDATE,0.9330,0,0,0,0,2.345863002,9.5500000e-06,-9.5500000e-06,354.1118500,2.640000e-03,-2.640000e-03,0.035,0.438,-0.035,1.67950,0.08860,-0.08860,316.7,1.840e+01,-1.840e+01,1.23,0.11,-9.000e-02,997.0,,,233.38,89.19,-58.60,19.60,4,q1_q17_dr25_tce,4769.00,172.00,-172.00,4.622,0.024,-0.060,0.7140,0.0680,-0.0490,295.825500,42.943390,15.505
6946199,K01359.01,Kepler-1744 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,37.101141800,1.1870000e-04,-1.1870000e-04,370.4803000,2.020000e-03,-2.020000e-03,0.410,0.473,-0.225,5.55560,0.07880,-0.07880,1357.5,2.740e+01,-2.740e+01,3.19,0.88,-3.500e-01,532.0,,,18.95,15.73,-6.00,55.20,2,q1_q17_dr25_tce,5986.00,179.00,-215.00,4.527,0.060,-0.192,0.8500,0.2340,-0.0940,291.020690,42.462440,15.229
6946199,K01359.02,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,104.820586800,2.3290000e-04,-2.3290000e-04,374.8315400,1.500000e-03,-1.500000e-03,0.918,0.006,-0.010,4.47940,0.08780,-0.08780,3920.1,7.560e+01,-7.560e+01,6.45,1.78,-7.100e-01,376.0,,,4.74,3.94,-1.50,76.60,1,q1_q17_dr25_tce,5986.00,179.00,-215.00,4.527,0.060,-0.192,0.8500,0.2340,-0.0940,291.020690,42.462440,15.229
7102227,K01360.01,Kepler-290 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,36.770493500,1.2850000e-04,-1.2850000e-04,164.2911200,2.580000e-03,-2.580000e-03,0.545,0.368,-0.319,4.42000,0.10500,-0.10500,1346.6,3.400e+01,-3.400e+01,2.83,0.36,-2.500e-01,437.0,,,8.60,3.72,-2.23,40.80,1,q1_q17_dr25_tce,5142.00,153.00,-153.00,4.602,0.033,-0.083,0.7550,0.0970,-0.0650,286.410000,42.681549,15.596
7102227,K01360.02,Kepler-290 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,14.589324290,4.3400000e-05,-4.3400000e-05,141.9349800,2.520000e-03,-2.520000e-03,0.694,0.204,-0.477,2.41840,0.07740,-0.07740,831.3,3.080e+01,-3.080e+01,2.32,0.30,-2.000e-01,594.0,,,29.53,12.75,-7.67,29.30,2,q1_q17_dr25_tce,5142.00,153.00,-153.00,4.602,0.033,-0.083,0.7550,0.0970,-0.0650,286.410000,42.681549,15.596
7102227,K01360.03,Kepler-290 d,CONFIRMED,CANDIDATE,0.9210,0,0,0,0,0.764017553,3.7670000e-06,-3.7670000e-06,132.2214000,4.480000e-03,-4.480000e-03,0.442,0.500,-0.237,1.10300,0.14300,-0.14300,128.2,1.300e+01,-1.300e+01,0.86,0.12,-7.000e-02,1589.0,,,1503.79,649.53,-390.73,13.20,3,q1_q17_dr25_tce,5142.00,153.00,-153.00,4.602,0.033,-0.083,0.7550,0.0970,-0.0650,286.410000,42.681549,15.596
6960913,K01361.01,Kepler-61 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,59.878025800,1.5020000e-04,-1.5020000e-04,151.1847000,2.100000e-03,-2.100000e-03,0.004,0.411,-0.004,4.80270,0.07050,-0.07050,1419.1,3.230e+01,-3.230e+01,2.19,0.08,-1.400e-01,273.0,,,1.31,0.22,-0.24,51.80,1,q1_q17_dr25_tce,4016.00,79.00,-79.00,4.658,0.039,-0.015,0.5990,0.0230,-0.0370,295.304500,42.475288,14.995
6837146,K01362.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,20.513601920,8.3450000e-05,-8.3450000e-05,357.4942400,3.100000e-03,-3.100000e-03,0.703,0.017,-0.520,3.47690,0.09470,-0.09470,1174.1,4.110e+01,-4.110e+01,2.58,0.36,-2.300e-01,540.0,,,20.15,9.98,-5.61,32.30,1,q1_q17_dr25_tce,5310.00,185.00,-185.00,4.608,0.045,-0.078,0.7040,0.1000,-0.0620,281.605410,42.390419,15.406
6936909,K01363.01,Kepler-291 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.546531809,9.9770000e-06,-9.9770000e-06,134.9012700,2.460000e-03,-2.460000e-03,0.633,0.296,-0.421,2.27460,0.07650,-0.07650,442.7,1.890e+01,-1.890e+01,2.18,0.66,-2.300e-01,1212.0,,,510.26,476.23,-159.23,26.40,1,q1_q17_dr25_tce,5993.00,190.00,-232.00,4.489,0.052,-0.208,0.9860,0.3020,-0.1010,287.916350,42.437302,15.934
6936909,K01363.02,Kepler-291 c,CONFIRMED,CANDIDATE,0.9830,0,0,0,0,5.700706260,2.1470000e-05,-2.1470000e-05,132.6922900,3.140000e-03,-3.140000e-03,0.664,0.280,-0.453,1.64080,0.09400,-0.09400,379.8,2.790e+01,-2.790e+01,2.03,0.63,-2.000e-01,1035.0,,,270.62,252.58,-84.45,15.20,2,q1_q17_dr25_tce,5993.00,190.00,-232.00,4.489,0.052,-0.208,0.9860,0.3020,-0.1010,287.916350,42.437302,15.934
6962977,K01364.01,Kepler-292 f,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,20.834149700,1.3000000e-04,-1.3000000e-04,186.0392100,4.840000e-03,-4.840000e-03,0.269,0.192,-0.269,4.52200,0.13900,-0.13900,803.1,3.290e+01,-3.290e+01,2.26,0.17,-1.400e-01,563.0,,,23.82,5.94,-4.43,26.20,3,q1_q17_dr25_tce,5296.00,106.00,-106.00,4.538,0.044,-0.061,0.8080,0.0600,-0.0490,295.766140,42.424278,15.956
6962977,K01364.02,Kepler-292 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.055658400,2.1320000e-05,-2.1320000e-05,181.9120500,2.530000e-03,-2.530000e-03,0.301,0.135,-0.301,3.04790,0.06800,-0.06800,705.6,2.340e+01,-2.340e+01,2.13,0.15,-1.300e-01,808.0,,,100.88,25.15,-18.78,32.10,1,q1_q17_dr25_tce,5296.00,106.00,-106.00,4.538,0.044,-0.061,0.8080,0.0600,-0.0490,295.766140,42.424278,15.956
6962977,K01364.03,Kepler-292 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.978844090,5.7450000e-05,-5.7450000e-05,178.9695700,3.790000e-03,-3.790000e-03,0.073,0.398,-0.073,3.75100,0.11900,-0.11900,707.9,2.750e+01,-2.750e+01,2.11,0.15,-1.300e-01,678.0,,,49.87,12.44,-9.28,27.80,2,q1_q17_dr25_tce,5296.00,106.00,-106.00,4.538,0.044,-0.061,0.8080,0.0600,-0.0490,295.766140,42.424278,15.956
6962977,K01364.04,Kepler-292 c,CONFIRMED,CANDIDATE,0.8570,0,0,0,0,3.715455930,1.9330000e-05,-1.9330000e-05,169.7831800,4.400000e-03,-4.400000e-03,0.327,0.124,-0.327,2.55800,0.11700,-0.11700,331.7,1.900e+01,-1.900e+01,1.46,0.11,-9.000e-02,1001.0,,,237.42,59.17,-44.20,19.60,4,q1_q17_dr25_tce,5296.00,106.00,-106.00,4.538,0.044,-0.061,0.8080,0.0600,-0.0490,295.766140,42.424278,15.956
6962977,K01364.05,Kepler-292 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.580832640,1.2230000e-05,-1.2230000e-05,171.5604800,3.900000e-03,-3.900000e-03,0.160,0.299,-0.160,2.17290,0.09700,-0.09700,270.2,1.720e+01,-1.720e+01,1.31,0.09,-8.000e-02,1130.0,,,386.18,96.24,-71.90,17.50,5,q1_q17_dr25_tce,5296.00,106.00,-106.00,4.538,0.044,-0.061,0.8080,0.0600,-0.0490,295.766140,42.424278,15.956
7174351,K01365.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.487084251,4.6260000e-06,-4.6260000e-06,133.9774600,2.810000e-03,-2.810000e-03,0.678,0.285,-0.465,1.32330,0.08860,-0.08860,295.7,1.970e+01,-1.970e+01,1.60,0.41,-1.300e-01,1462.0,,,1076.29,797.23,-275.35,17.90,1,q1_q17_dr25_tce,5650.00,152.00,-169.00,4.551,0.031,-0.178,0.8760,0.2200,-0.0730,281.437350,42.725269,15.520
6932987,K01366.01,Kepler-293 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,19.254040230,5.1310000e-05,-5.1310000e-05,164.7842400,2.250000e-03,-2.250000e-03,0.548,0.328,-0.338,4.65090,0.07490,-0.07490,987.7,2.150e+01,-2.150e+01,3.04,0.88,-2.900e-01,657.0,,,44.17,37.57,-12.65,50.70,1,q1_q17_dr25_tce,5798.00,156.00,-191.00,4.507,0.048,-0.204,0.9410,0.2730,-0.0910,286.358060,42.406509,15.368
6932987,K01366.02,Kepler-293 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,54.155838400,2.7700000e-04,-2.7700000e-04,172.3655900,4.240000e-03,-4.240000e-03,0.927,0.018,-0.641,4.43200,0.20100,-0.20100,1109.8,4.070e+01,-4.070e+01,3.88,1.12,-3.800e-01,466.0,,,11.12,9.46,-3.19,29.10,2,q1_q17_dr25_tce,5798.00,156.00,-191.00,4.507,0.048,-0.204,0.9410,0.2730,-0.0910,286.358060,42.406509,15.368
6934291,K01367.01,Kepler-828 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,0.567856484,4.4600000e-07,-4.4600000e-07,134.0630880,6.580000e-04,-6.580000e-04,0.324,0.154,-0.324,1.02580,0.02480,-0.02480,334.8,7.500e+00,-7.500e+00,1.55,0.07,-1.300e-01,1848.0,,,2760.23,460.61,-581.88,53.80,1,q1_q17_dr25_tce,5073.00,83.00,-76.00,4.483,0.082,-0.027,0.8530,0.0390,-0.0720,286.887270,42.471260,15.055
7357531,K01368.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,251.059724900,3.7270000e-04,-3.7270000e-04,230.0277450,9.340000e-04,-9.340000e-04,1.264,6.614,-0.100,5.10950,0.05990,-0.05990,7419.8,7.940e+01,-7.940e+01,44.20,6.63,-5.990e+00,301.0,,,1.93,0.81,-0.60,110.30,1,q1_q17_dr25_tce,5714.00,103.00,-114.00,4.340,0.120,-0.108,1.0860,0.1630,-0.1470,290.202360,42.955891,14.695
7287415,K01369.01,Kepler-1745 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.016182013,9.7510000e-06,-9.7510000e-06,133.8839500,2.660000e-03,-2.660000e-03,0.732,0.182,-0.491,2.83490,0.07930,-0.07930,222.5,8.100e+00,-8.100e+00,2.25,0.37,-4.500e-01,1449.0,,,1044.49,459.93,-414.44,31.90,1,q1_q17_dr25_tce,5611.00,84.00,-75.00,4.144,0.195,-0.105,1.4000,0.2310,-0.2830,293.469020,42.822411,14.878
6924203,K01370.01,Kepler-829 b,CONFIRMED,CANDIDATE,0.9950,0,0,0,0,6.883376100,1.8170000e-05,-1.8170000e-05,135.2652200,2.190000e-03,-2.190000e-03,0.075,0.379,-0.075,2.27020,0.07180,-0.07180,458.4,1.880e+01,-1.880e+01,1.69,0.45,-1.300e-01,857.0,,,127.67,97.85,-31.12,28.10,1,q1_q17_dr25_tce,5679.00,152.00,-152.00,4.581,0.040,-0.160,0.7940,0.2070,-0.0650,282.332790,42.463821,14.931
6878167,K01371.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.833980196,1.0720000e-06,-1.0720000e-06,133.6830400,1.350000e-03,-1.350000e-03,0.547,0.203,-0.546,1.75600,0.27900,-0.27900,261.2,9.400e+00,-9.400e+00,1.45,0.43,-1.400e-01,1816.0,,,2562.78,2206.58,-713.31,56.90,1,q1_q17_dr25_tce,5747.00,154.00,-171.00,4.530,0.048,-0.192,0.8710,0.2560,-0.0850,295.876340,42.364819,14.657
6863839,K01373.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.926353494,4.8030000e-06,-4.8030000e-06,133.6807700,2.190000e-03,-2.190000e-03,0.767,0.168,-0.496,2.53050,0.06980,-0.06980,185.1,6.000e+00,-6.000e+00,1.33,0.37,-1.500e-01,1484.0,,,1146.34,917.76,-354.23,36.90,1,q1_q17_dr25_tce,6063.00,163.00,-181.00,4.481,0.081,-0.189,0.8990,0.2450,-0.1050,292.054780,42.330250,14.618
7296086,K01374.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,0.890737359,1.3760000e-06,-1.3760000e-06,134.5670700,1.370000e-03,-1.370000e-03,1.146,1.953,-0.099,1.92570,0.07600,-0.07600,195.8,6.300e+00,-6.300e+00,20.57,5.89,-4.420e+00,2022.0,,,3948.43,3324.47,-1793.44,37.70,1,q1_q17_dr25_tce,5687.00,154.00,-171.00,4.293,0.180,-0.180,1.1690,0.3350,-0.2510,295.785950,42.844280,14.624
6766634,K01375.01,Kepler-1746 b,CONFIRMED,CANDIDATE,0.6770,0,0,0,0,321.212436500,4.0360000e-04,-4.0360000e-04,206.9305560,9.940000e-04,-9.940000e-04,0.873,0.035,-0.581,4.01200,0.16500,-0.16500,2358.6,3.320e+01,-3.320e+01,7.25,1.16,-1.170e+00,310.0,,,2.17,1.00,-0.76,81.70,1,q1_q17_dr25_tce,6018.00,120.00,-120.00,4.257,0.137,-0.112,1.2860,0.2070,-0.2070,288.320430,42.261414,13.709
6774826,K01376.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,7.138953760,3.3290000e-05,-3.3290000e-05,184.2456900,3.990000e-03,-3.990000e-03,1.199,6.713,-0.015,4.56800,0.20100,-0.20100,254.2,9.300e+00,-9.300e+00,49.96,11.16,-2.071e+01,1622.0,,,1635.00,1135.48,-1162.96,32.90,1,q1_q17_dr25_tce,7131.00,225.00,-300.00,3.913,0.367,-0.122,2.1450,0.4790,-0.8890,291.013580,42.283134,13.997
7211469,K01377.01,Kepler-830 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,11.296894420,6.9120000e-05,-6.9120000e-05,134.5723300,5.300000e-03,-5.300000e-03,0.634,0.274,-0.410,4.62300,0.14900,-0.14900,198.5,1.090e+01,-1.090e+01,1.74,0.28,-1.500e-01,907.0,,,160.18,67.36,-33.88,20.90,1,q1_q17_dr25_tce,6096.00,79.00,-85.00,4.358,0.063,-0.117,1.1760,0.1900,-0.1020,295.054290,42.756840,14.788
7375795,K01378.01,,FALSE POSITIVE,FALSE POSITIVE,0.4900,0,0,1,0,19.301120390,7.4050000e-05,-7.4050000e-05,133.3561400,3.660000e-03,-3.660000e-03,0.862,0.058,-0.577,6.07520,0.08870,-0.08870,232.3,5.400e+00,-5.400e+00,1.66,0.21,-2.000e-01,669.0,,,47.49,18.09,-13.10,45.00,1,q1_q17_dr25_tce,5687.00,114.00,-102.00,4.408,0.110,-0.099,0.9430,0.1220,-0.1110,295.510680,42.930565,13.601
7375795,K01378.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,0.691666384,2.5620000e-06,-2.5620000e-06,135.9492700,3.320000e-03,-3.320000e-03,0.552,0.008,-0.492,1.96030,0.09350,-0.09350,35.6,2.000e+00,-2.000e+00,0.58,0.08,-7.000e-02,2031.0,,,4014.57,1529.05,-1107.72,20.80,2,q1_q17_dr25_tce,5687.00,114.00,-102.00,4.408,0.110,-0.099,0.9430,0.1220,-0.1110,295.510680,42.930565,13.601
7211221,K01379.01,Kepler-831 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.621543150,1.2700000e-05,-1.2700000e-05,136.8901300,1.860000e-03,-1.860000e-03,0.742,0.180,-0.503,2.41430,0.05140,-0.05140,172.3,5.700e+00,-5.700e+00,1.37,0.17,-1.200e-01,992.0,,,229.04,84.49,-52.64,35.30,1,q1_q17_dr25_tce,5637.00,101.00,-112.00,4.439,0.076,-0.104,0.9600,0.1240,-0.0830,294.985470,42.727669,13.687
7025526,K01380.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.074106954,1.8200000e-06,-1.8200000e-06,133.8432300,1.360000e-03,-1.360000e-03,0.122,0.265,-0.121,1.97970,0.05190,-0.05190,64.5,1.600e+00,-1.600e+00,0.52,0.04,-1.000e-02,1255.0,,,588.96,140.76,-74.51,48.50,1,q1_q17_dr25_tce,4699.00,75.00,-84.00,4.637,0.010,-0.045,0.6760,0.0530,-0.0210,289.248170,42.565559,11.748
9451127,K01381.01,,FALSE POSITIVE,FALSE POSITIVE,0.0050,0,1,0,0,5.117401517,1.4830000e-06,-1.4830000e-06,134.5865180,2.390000e-04,-2.390000e-04,0.683,0.008,-0.003,4.30560,0.01510,-0.01510,62929.0,2.000e+02,-2.000e+02,28.41,9.19,-3.080e+00,1130.0,,,385.51,368.30,-123.29,456.60,1,q1_q17_dr25_tce,6161.00,171.00,-236.00,4.454,0.054,-0.216,1.0530,0.3410,-0.1140,284.822720,46.013721,15.764
9446824,K01382.01,,FALSE POSITIVE,FALSE POSITIVE,0.0850,0,1,0,0,4.202336730,1.9000000e-06,-1.9000000e-06,179.5338990,3.730000e-04,-3.730000e-04,0.004,0.208,-0.004,3.69730,0.02130,-0.02130,45982.0,2.180e+02,-2.180e+02,23.53,7.71,-3.310e+00,1246.0,,,570.87,566.99,-215.69,258.80,1,q1_q17_dr25_tce,6185.00,194.00,-259.00,4.396,0.072,-0.217,1.0940,0.3580,-0.1540,282.184390,46.006859,15.653
8953257,K01383.01,,FALSE POSITIVE,FALSE POSITIVE,0.3830,0,1,0,0,3.221785738,9.6300000e-07,-9.6300000e-07,136.1415170,2.490000e-04,-2.490000e-04,0.777,0.012,-0.003,3.34110,0.01650,-0.01650,46379.0,2.410e+02,-2.410e+02,25.03,7.84,-3.360e+00,1357.0,,,800.37,735.23,-276.02,336.40,1,q1_q17_dr25_tce,6250.00,169.00,-206.00,4.411,0.087,-0.203,1.0410,0.3260,-0.1400,291.920650,45.247028,14.601
8971432,K01384.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,0.624387500,6.0000000e-08,-6.0000000e-08,133.0436541,7.910000e-05,-7.910000e-05,1.157,0.065,-0.050,1.92102,0.00260,-0.00260,36854.7,6.240e+01,-6.240e+01,29.45,2.05,-2.050e+00,1639.0,,,1693.36,486.44,-411.62,628.30,2,q1_q17_dr25_tce,5211.00,156.00,-172.00,4.644,0.066,-0.039,0.6180,0.0430,-0.0430,297.573490,45.233299,15.487
9278553,K01385.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,18.610092584,1.9580000e-06,-1.9580000e-06,139.0850449,8.710000e-05,-8.710000e-05,1.258,0.040,-0.174,4.98308,0.00517,-0.00517,50833.5,3.920e+01,-3.920e+01,55.23,15.32,-5.080e+00,686.0,,,52.24,42.55,-14.57,1309.30,1,q1_q17_dr25_tce,6077.00,164.00,-200.00,4.526,0.046,-0.184,0.8910,0.2470,-0.0820,290.883540,45.765869,15.840
9143254,K01386.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.137525054,1.4900000e-07,-1.4900000e-07,133.8055650,1.090000e-04,-1.090000e-04,1.238,0.054,-0.050,2.68228,0.00463,-0.00463,18006.1,2.170e+01,-2.170e+01,42.74,12.18,-5.200e+00,1746.0,,,2197.52,1839.82,-697.33,633.10,1,q1_q17_dr25_tce,5912.00,160.00,-178.00,4.467,0.081,-0.189,0.9370,0.2670,-0.1140,286.361880,45.555161,15.452
8949247,K01387.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,23.799939273,1.6280000e-06,-1.6280000e-06,152.5654761,5.510000e-05,-5.510000e-05,1.137,0.038,-0.096,5.02319,0.00348,-0.00348,60186.4,2.350e+01,-2.350e+01,51.74,15.58,-5.560e+00,637.0,,,38.92,34.34,-11.48,2065.80,1,q1_q17_dr25_tce,5934.00,160.00,-178.00,4.473,0.067,-0.202,0.9570,0.2880,-0.1030,290.493070,45.205898,14.669
9346253,K01388.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,34.064566412,6.8590000e-06,-6.8590000e-06,150.4520480,1.630000e-04,-1.630000e-04,0.524,0.009,0.000,9.61140,0.01170,-0.01170,28450.4,2.630e+01,-2.630e+01,15.57,4.69,-1.570e+00,570.0,,,25.00,22.27,-7.47,1305.90,1,q1_q17_dr25_tce,6161.00,172.00,-215.00,4.517,0.052,-0.208,0.8920,0.2690,-0.0900,293.386630,45.870270,15.443
9002237,K01389.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.350087749,1.8180000e-06,-1.8180000e-06,134.8002380,3.490000e-04,-3.490000e-04,0.986,5.892,-0.034,2.64280,0.02300,-0.02300,23593.0,1.450e+02,-1.450e+02,24.77,7.80,-2.600e+00,1136.0,,,393.20,362.17,-117.38,192.20,1,q1_q17_dr25_tce,6060.00,162.00,-198.00,4.495,0.052,-0.208,0.9530,0.3000,-0.1000,283.189090,45.364170,14.855
9288786,K01390.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.744101106,6.4500000e-07,-6.4500000e-07,134.5086700,3.140000e-04,-3.140000e-04,0.618,0.169,-0.341,1.54970,0.06260,-0.06260,9681.4,7.880e+01,-7.880e+01,7.21,0.30,-5.600e-01,1016.0,,,251.54,55.67,-64.24,152.60,1,q1_q17_dr25_tce,4368.00,132.00,-145.00,4.593,0.049,-0.018,0.7030,0.0290,-0.0540,294.915860,45.783871,15.702
8958035,K01391.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,7.981187121,2.2830000e-06,-2.2830000e-06,133.8021140,2.400000e-04,-2.400000e-04,1.036,0.342,-0.053,1.80710,0.01320,-0.01320,7609.5,4.620e+01,-4.620e+01,18.75,6.06,-2.030e+00,966.0,,,205.88,197.13,-61.93,202.10,1,q1_q17_dr25_tce,6217.00,175.00,-197.00,4.472,0.054,-0.216,0.9890,0.3200,-0.1070,293.709050,45.286388,14.360
9040849,K01392.01,,FALSE POSITIVE,FALSE POSITIVE,0.0870,0,0,1,0,4.118775582,4.2150000e-06,-4.2150000e-06,357.2612440,7.060000e-04,-7.060000e-04,0.754,0.063,-0.244,3.76000,0.11700,-0.11700,2647.7,2.550e+01,-2.550e+01,4.48,1.15,-3.800e-01,1067.0,,,306.75,241.38,-84.39,125.60,1,q1_q17_dr25_tce,5944.00,186.00,-207.00,4.579,0.033,-0.176,0.8020,0.2060,-0.0690,297.605290,45.360680,15.797
9202151,K01393.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,1.694740233,1.2780000e-06,-1.2780000e-06,355.3575430,5.470000e-04,-5.470000e-04,0.671,0.001,-0.534,1.68640,0.03230,-0.03230,1446.8,1.800e+01,-1.800e+01,2.12,0.14,-1.500e-01,797.0,,,95.14,21.52,-20.22,92.30,1,q1_q17_dr25_tce,3764.00,75.00,-83.00,4.739,0.033,-0.033,0.5270,0.0340,-0.0380,283.555540,45.614262,15.804
8937021,K01394.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,5.663621501,6.7140000e-06,-6.7140000e-06,133.8900900,1.050000e-03,-1.050000e-03,0.169,0.270,-0.169,1.29680,0.03710,-0.03710,1225.0,3.600e+01,-3.600e+01,2.47,0.24,-1.900e-01,774.0,,,84.76,29.76,-20.31,39.80,1,q1_q17_dr25_tce,4917.00,148.00,-133.00,4.601,0.036,-0.054,0.7230,0.0690,-0.0570,284.791020,45.228989,15.444
8935810,K01395.01,Kepler-1747 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.230335000,1.0070000e-05,-1.0070000e-05,181.2956600,1.340000e-03,-1.340000e-03,0.808,0.092,-0.595,1.64930,0.05140,-0.05140,1449.2,4.720e+01,-4.720e+01,3.70,0.74,-3.100e-01,875.0,,,138.33,87.09,-37.97,31.60,1,q1_q17_dr25_tce,5477.00,172.00,-191.00,4.557,0.027,-0.153,0.8650,0.1730,-0.0740,284.209660,45.258080,15.977
9455556,K01396.01,Kepler-294 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.626434410,1.6610000e-05,-1.6610000e-05,183.9878900,1.920000e-03,-1.920000e-03,0.111,0.302,-0.111,3.17520,0.06090,-0.06090,814.6,2.170e+01,-2.170e+01,2.54,0.31,-1.200e-01,895.0,,,151.59,49.33,-22.13,40.60,1,q1_q17_dr25_tce,5616.00,76.00,-84.00,4.529,0.018,-0.102,0.9030,0.1090,-0.0430,287.392000,46.059311,15.843
9455556,K01396.02,Kepler-294 b,CONFIRMED,CANDIDATE,0.9920,0,0,0,0,3.701220610,1.3820000e-05,-1.3820000e-05,180.2717200,3.090000e-03,-3.090000e-03,0.178,0.265,-0.178,2.52300,0.10200,-0.10200,327.4,1.870e+01,-1.870e+01,1.62,0.19,-8.000e-02,1087.0,,,330.02,107.38,-48.19,19.60,2,q1_q17_dr25_tce,5616.00,76.00,-84.00,4.529,0.018,-0.102,0.9030,0.1090,-0.0430,287.392000,46.059311,15.843
